tipo,potencia_watts,altura_metros,estado,sensores_luminosidad_lux,sensores_movimiento,sensores_temperatura_c,sensores_humedad_pct,eficiencia_lumens_por_watt,eficiencia_vida_util_restante_pct,registro_fecha_instalacion
Incandescente,50,9.46,Encendida,296,False,20.3,63.4,112.39,63.1,2024-10-11
Incandescente,75,7.74,Apagada,288,True,21.4,46.9,125.92,37.5,2024-11-29
Incandescente,75,6.12,Fallando,64,True,31.8,42.4,97.41,70.0,2024-08-23
Led,50,8.75,Fallando,114,True,29.5,46.0,97.39,84.0,2023-09-10
Halógena,50,8.82,Encendida,137,True,23.0,58.9,129.1,86.9,2024-07-11
Halógena,75,6.76,Apagada,264,False,29.1,50.2,93.78,54.1,2024-02-22
Halógena,75,6.16,Encendida,270,False,28.0,76.3,91.19,52.7,2025-05-24
Incandescente,75,9.94,Encendida,205,False,25.5,67.7,118.88,35.3,2023-08-01
Halógena,150,6.26,Fallando,125,False,27.9,68.6,99.1,76.0,2023-11-04
Halógena,100,7.09,Encendida,120,True,32.8,42.9,93.85,89.9,2023-11-15
Halógena,50,9.6,Fallando,149,True,29.9,66.9,92.65,48.2,2024-09-18
Halógena,150,8.08,Apagada,245,True,31.0,67.1,90.85,85.5,2024-02-27
Incandescente,75,7.08,Encendida,214,True,26.5,52.6,101.74,51.6,2023-07-13
Halógena,100,9.87,Encendida,235,True,30.5,61.0,128.54,85.6,2024-12-02
Led,100,7.18,Apagada,78,True,29.7,43.4,91.43,51.5,2023-12-09
Halógena,50,8.14,Encendida,208,True,25.4,46.1,106.55,63.8,2024-05-15
Incandescente,150,9.92,Encendida,228,False,32.0,41.8,125.03,57.8,2024-04-30
Halógena,50,7.52,Encendida,82,True,32.0,74.0,122.27,77.1,2023-10-31
Halógena,50,6.29,Encendida,179,False,21.6,50.1,107.28,43.8,2025-04-16
Incandescente,100,8.19,Encendida,141,False,27.7,50.8,109.5,70.5,2023-10-16
Incandescente,150,8.09,Encendida,295,False,30.6,52.1,98.83,43.9,2024-10-08
Led,75,6.58,Encendida,132,False,20.9,45.1,109.16,68.9,2025-01-22
Incandescente,100,9.98,Encendida,175,True,24.1,51.6,118.94,62.8,2024-12-15
Halógena,100,9.88,Encendida,161,False,32.0,66.1,98.32,53.3,2024-05-13
Incandescente,75,7.91,Apagada,254,True,20.1,77.7,109.59,83.3,2024-04-30
Led,100,9.81,Apagada,202,False,31.4,73.9,118.54,44.4,2024-08-28
Led,100,8.64,Encendida,263,False,24.7,54.7,100.25,50.3,2024-10-29
Incandescente,100,9.11,Encendida,244,True,28.2,70.6,109.23,72.4,2024-05-10
Led,50,8.4,Encendida,248,True,26.3,80.0,108.03,37.8,2024-03-18
Halógena,75,7.81,Fallando,269,True,30.5,51.3,114.62,38.1,2024-08-26
Led,50,6.13,Encendida,192,False,29.5,74.1,122.26,78.1,2024-12-27
Halógena,150,9.91,Encendida,117,True,26.1,60.3,127.61,33.0,2024-08-22
Led,75,7.59,Encendida,248,True,30.4,79.9,116.72,66.1,2024-03-22
Incandescente,75,8.94,Apagada,57,False,31.8,49.1,106.34,56.9,2024-01-29
Halógena,75,8.64,Encendida,143,False,27.6,75.2,102.15,70.6,2023-08-29
Led,150,8.34,Apagada,264,False,27.2,73.0,104.35,83.1,2023-10-12
Incandescente,50,8.79,Apagada,295,False,33.1,51.5,129.1,65.7,2024-03-31
Halógena,50,6.11,Apagada,297,True,23.7,68.8,101.38,75.4,2024-07-21
Halógena,100,7.41,Encendida,282,True,31.5,65.5,120.1,86.2,2023-07-12
Incandescente,100,9.93,Encendida,122,False,29.7,71.3,111.88,61.7,2024-07-02
Incandescente,100,7.56,Fallando,264,False,32.8,63.0,120.7,50.1,2023-11-27
Halógena,50,7.94,Encendida,257,True,34.8,45.6,101.86,88.4,2024-03-15
Incandescente,75,6.7,Fallando,69,True,32.7,59.1,108.32,45.3,2023-10-14
Halógena,50,7.33,Apagada,194,False,28.4,52.5,127.96,48.6,2023-09-13
Led,150,7.4,Fallando,97,False,23.2,69.3,116.76,87.9,2024-08-04
Incandescente,150,6.55,Apagada,248,False,20.3,71.1,109.86,66.1,2024-08-29
Halógena,50,6.59,Fallando,248,False,20.8,74.9,99.03,83.1,2024-05-04
Halógena,50,7.23,Fallando,178,True,28.7,70.6,127.78,79.0,2025-01-29
Halógena,50,8.09,Encendida,127,True,28.7,41.7,106.36,44.0,2024-06-26
Halógena,100,8.29,Encendida,77,False,21.3,73.0,93.48,33.4,2023-12-29
Led,150,9.44,Encendida,215,False,30.4,42.5,104.06,71.3,2025-03-22
Halógena,100,9.5,Apagada,187,False,27.7,79.5,92.27,47.1,2024-11-08
Led,50,8.93,Encendida,76,True,32.9,76.3,101.68,38.4,2025-03-06
Led,150,9.97,Apagada,238,False,27.5,55.3,114.92,58.5,2024-02-29
Halógena,100,8.87,Encendida,203,False,28.6,60.2,124.51,35.9,2024-07-17
Halógena,50,8.35,Encendida,181,True,26.0,71.4,90.23,84.0,2024-12-06
Halógena,150,9.21,Encendida,206,True,24.0,70.9,124.59,69.6,2025-01-10
Halógena,75,8.33,Apagada,205,True,25.7,68.0,121.31,83.3,2023-07-07
Incandescente,150,6.11,Encendida,238,True,29.0,56.0,94.11,34.7,2024-10-13
Halógena,100,9.97,Encendida,226,False,32.9,41.9,94.56,39.7,2025-02-01
Led,50,6.8,Encendida,128,False,34.7,53.3,127.95,54.4,2025-01-28
Halógena,50,8.24,Encendida,96,False,27.0,60.5,106.08,60.1,2025-06-12
Incandescente,50,7.72,Encendida,127,True,31.0,56.2,116.92,38.8,2024-01-23
Led,150,7.47,Encendida,293,True,27.3,76.2,119.11,37.9,2024-08-25
Halógena,75,6.04,Encendida,166,False,31.8,42.4,91.1,64.3,2024-06-26
Halógena,150,9.25,Encendida,79,False,30.3,42.5,94.4,85.2,2024-05-21
Incandescente,150,6.88,Fallando,297,False,26.6,50.4,103.6,37.6,2025-06-10
Halógena,100,9.52,Encendida,247,False,22.7,67.2,121.15,31.4,2024-04-17
Halógena,75,7.93,Encendida,128,True,31.4,72.3,124.01,54.7,2025-02-19
Led,75,8.63,Apagada,124,True,29.5,53.2,95.87,69.4,2024-08-20
Halógena,50,7.03,Apagada,157,True,25.4,72.7,128.77,39.0,2024-09-21
Incandescente,100,9.7,Encendida,65,False,31.6,56.7,104.04,82.4,2025-05-19
Incandescente,100,8.34,Apagada,57,False,21.8,55.8,127.95,73.8,2023-12-05
Led,75,9.86,Encendida,288,True,33.9,41.5,107.68,49.5,2024-11-02
Halógena,150,6.38,Apagada,171,False,20.8,61.0,104.99,76.7,2024-06-04
Incandescente,75,9.73,Fallando,211,True,24.6,56.6,95.31,33.0,2024-04-03
Halógena,75,6.63,Encendida,293,True,22.8,62.1,118.72,59.5,2025-01-04
Halógena,150,7.17,Fallando,203,True,27.8,48.9,123.47,80.4,2024-03-07
Led,150,7.24,Encendida,233,False,33.6,75.9,93.97,33.2,2024-03-09
Incandescente,75,7.73,Encendida,148,True,20.5,45.9,117.43,79.1,2025-01-06
Incandescente,150,9.93,Fallando,276,True,29.5,49.9,107.19,60.3,2024-08-10
Halógena,50,9.12,Encendida,216,False,32.9,75.5,106.7,54.7,2025-06-21
Incandescente,150,8.04,Encendida,212,False,34.6,52.5,93.32,32.0,2023-11-10
Halógena,50,6.9,Encendida,229,False,30.2,70.2,125.04,76.8,2025-02-28
Halógena,150,9.66,Apagada,85,False,29.3,46.8,129.96,54.8,2023-11-27
Halógena,75,8.3,Fallando,289,True,31.4,49.3,103.26,54.2,2024-03-04
Led,75,9.03,Fallando,192,True,21.7,56.8,100.51,87.5,2023-08-29
Incandescente,50,9.83,Encendida,178,False,28.7,55.9,95.38,88.2,2025-01-23
Incandescente,75,8.43,Apagada,271,True,33.3,40.8,129.08,41.5,2023-09-07
Halógena,100,6.32,Fallando,82,True,33.7,60.3,118.25,39.5,2024-10-05
Led,100,7.87,Encendida,210,False,28.3,71.7,124.75,62.5,2023-08-24
Halógena,75,8.14,Apagada,145,True,23.4,56.5,105.38,62.0,2025-02-09
Halógena,50,8.96,Encendida,182,False,28.1,46.6,107.41,87.8,2025-02-13
Halógena,75,7.81,Encendida,198,True,29.5,44.8,106.52,76.3,2025-04-20
Incandescente,150,6.88,Apagada,258,False,25.4,41.5,95.71,32.7,2023-10-08
Halógena,75,6.96,Apagada,163,False,30.6,53.0,96.27,51.0,2025-05-23
Halógena,50,7.4,Encendida,203,True,34.2,64.2,128.96,60.8,2024-05-10
Led,75,7.36,Encendida,99,True,28.6,42.0,111.94,42.3,2024-08-06
Halógena,100,6.06,Encendida,229,False,28.7,61.9,90.19,31.7,2023-09-30
Halógena,150,9.96,Apagada,210,True,22.8,69.3,129.57,46.1,2024-07-24
Led,75,9.71,Encendida,66,False,20.5,48.6,110.25,58.1,2025-03-29
Halógena,75,8.06,Apagada,231,True,31.1,72.9,116.75,45.3,2024-07-26
Halógena,50,9.77,Encendida,234,True,23.9,55.1,129.55,88.1,2024-01-29
Led,75,7.24,Apagada,290,False,34.7,57.7,117.88,37.9,2024-07-27
Led,150,9.27,Encendida,129,True,24.9,61.3,127.12,54.2,2024-09-06
Halógena,100,8.75,Apagada,289,True,32.2,73.9,124.42,88.5,2023-09-11
Halógena,150,9.31,Encendida,64,True,20.2,76.6,111.28,78.2,2024-08-25
Halógena,150,6.51,Fallando,268,False,20.1,71.7,107.98,32.1,2023-06-28
Incandescente,50,7.8,Apagada,59,True,25.4,69.8,127.75,48.9,2024-04-17
Halógena,100,8.43,Apagada,271,True,21.4,68.8,124.36,45.4,2024-09-08
Halógena,50,8.29,Apagada,192,True,20.7,46.3,92.72,45.8,2025-06-25
Halógena,100,6.07,Encendida,120,True,26.3,44.5,97.92,80.6,2023-10-18
Incandescente,75,7.12,Fallando,51,True,32.0,78.0,102.38,75.6,2023-11-16
Halógena,50,9.87,Fallando,165,False,30.8,58.7,127.04,62.2,2024-05-10
Halógena,150,9.86,Encendida,125,False,21.2,79.9,127.86,58.9,2024-01-08
Halógena,100,9.36,Encendida,265,True,22.3,54.3,91.61,41.5,2024-08-20
Incandescente,100,6.63,Encendida,294,True,20.2,52.2,111.98,79.2,2023-11-27
Led,150,9.39,Encendida,66,False,33.8,62.2,115.5,65.1,2025-02-03
Halógena,150,6.44,Encendida,254,True,26.3,45.1,90.21,33.8,2024-06-07
Led,100,7.64,Apagada,159,True,33.7,79.1,129.89,45.2,2024-05-04
Led,75,8.68,Encendida,83,False,21.1,63.4,118.36,53.3,2024-12-03
Incandescente,50,6.26,Encendida,170,False,28.8,79.1,93.08,48.3,2024-08-13
Led,150,9.66,Apagada,250,True,25.4,61.5,119.27,73.8,2025-05-21
Halógena,50,7.75,Fallando,269,True,32.8,56.6,120.82,32.5,2025-02-02
Led,100,6.95,Encendida,179,False,22.5,62.9,123.66,71.1,2024-04-16
Led,75,7.89,Fallando,171,False,25.1,77.5,121.96,40.4,2025-04-03
Halógena,50,7.22,Apagada,257,False,25.5,42.4,117.66,32.2,2025-03-15
Led,150,7.87,Encendida,213,False,31.3,54.5,102.49,36.8,2024-11-24
Incandescente,75,6.36,Encendida,84,True,32.0,47.4,90.28,33.0,2023-07-18
Halógena,100,8.11,Encendida,171,True,26.9,60.5,123.78,80.6,2023-12-04
Incandescente,75,9.9,Apagada,85,True,32.1,56.9,103.98,77.2,2025-03-13
Led,75,9.32,Apagada,183,False,27.6,72.9,97.46,76.3,2024-08-12
Halógena,100,7.38,Apagada,205,True,33.6,47.1,118.47,64.4,2024-03-07
Incandescente,150,7.37,Encendida,149,False,28.7,64.8,105.94,85.5,2024-10-10
Incandescente,100,7.62,Encendida,236,False,20.7,66.4,94.97,52.2,2024-01-31
Led,100,8.14,Fallando,209,True,20.4,71.6,113.21,69.5,2025-03-18
Halógena,150,9.31,Encendida,212,True,31.6,52.0,115.06,30.8,2024-03-06
Halógena,75,7.21,Apagada,113,False,31.9,78.3,99.22,88.3,2024-03-18
Incandescente,75,6.21,Fallando,278,False,32.5,64.6,100.78,41.0,2023-12-31
Led,150,8.99,Apagada,133,False,22.4,76.9,98.93,55.3,2023-11-14
Halógena,50,6.99,Encendida,239,False,24.7,49.3,115.6,77.2,2025-05-01
Led,150,6.67,Fallando,225,True,21.4,50.0,94.0,67.8,2023-09-22
Halógena,100,7.23,Encendida,110,True,33.5,48.2,101.26,84.3,2023-07-04
Halógena,100,8.73,Apagada,149,True,34.4,53.3,121.69,67.3,2025-01-09
Halógena,75,7.68,Apagada,130,True,32.3,59.7,113.27,71.1,2023-09-27
Led,100,8.87,Apagada,82,False,25.5,51.3,97.78,71.6,2025-04-17
Halógena,75,9.16,Apagada,113,False,29.5,49.3,111.64,52.4,2024-04-11
Halógena,75,9.14,Encendida,104,False,33.3,56.0,107.83,54.3,2024-12-30
Incandescente,75,7.13,Apagada,165,False,32.8,47.3,98.21,46.9,2024-04-13
Halógena,100,7.36,Encendida,130,True,24.5,43.4,122.76,50.3,2025-02-18
Halógena,50,6.4,Encendida,300,True,22.6,77.5,90.42,64.8,2024-12-31
Halógena,75,8.51,Apagada,62,True,23.4,77.5,118.87,78.2,2023-12-25
Led,100,8.16,Apagada,176,True,24.3,60.2,126.41,87.1,2024-01-19
Incandescente,75,7.96,Encendida,76,False,25.5,47.8,102.16,84.4,2023-09-28
Led,75,6.8,Fallando,261,False,34.8,50.7,107.33,52.0,2025-04-22
Halógena,50,9.18,Encendida,91,True,27.0,67.8,129.09,61.0,2025-02-23
Incandescente,75,8.07,Apagada,253,False,29.6,62.8,127.58,41.2,2024-10-04
Halógena,150,6.72,Apagada,112,False,21.0,46.0,102.0,33.9,2023-10-01
Incandescente,50,8.84,Fallando,158,True,21.5,70.1,112.56,89.3,2025-05-11
Halógena,50,9.87,Encendida,222,False,27.3,78.2,115.58,68.7,2024-07-03
Halógena,150,9.02,Encendida,62,False,22.6,74.5,109.13,59.6,2023-11-21
Halógena,100,9.61,Fallando,204,True,26.3,76.1,90.53,66.2,2025-02-16
Led,75,7.62,Encendida,65,True,27.2,44.4,113.84,76.4,2024-09-27
Halógena,100,6.3,Apagada,182,False,28.2,54.1,115.83,87.6,2025-02-03
Led,75,6.65,Encendida,256,True,28.8,68.9,107.47,62.2,2024-04-17
Incandescente,50,7.09,Fallando,203,True,20.9,71.6,98.41,57.1,2023-06-27
Halógena,100,7.35,Apagada,300,False,21.8,66.6,117.57,68.1,2025-03-23
Halógena,50,8.0,Fallando,297,False,26.4,68.2,92.66,88.2,2024-03-31
Halógena,100,9.98,Apagada,79,False,32.3,71.5,102.08,69.1,2023-06-30
Incandescente,75,9.11,Encendida,113,True,32.1,70.8,119.87,32.0,2025-02-15
Incandescente,75,6.64,Encendida,156,True,32.0,52.9,129.02,65.8,2024-08-01
Halógena,150,7.97,Encendida,257,False,27.3,58.6,122.27,45.3,2025-01-10
Incandescente,75,6.89,Apagada,56,True,21.4,41.0,109.73,54.9,2023-10-13
Halógena,100,8.92,Encendida,183,True,24.2,55.4,126.94,76.4,2023-09-27
Halógena,75,7.1,Encendida,105,True,25.3,51.3,112.9,56.7,2023-10-24
Halógena,50,8.0,Fallando,243,False,24.1,68.8,113.29,66.9,2024-12-20
Incandescente,150,9.6,Encendida,79,False,22.4,67.5,115.07,86.7,2023-10-11
Halógena,100,6.92,Apagada,258,True,29.4,70.9,101.9,73.7,2023-11-16
Incandescente,75,6.6,Encendida,54,True,34.7,59.0,95.29,31.3,2024-10-05
Halógena,100,8.42,Encendida,229,False,30.5,62.4,105.13,69.9,2024-08-23
Incandescente,100,7.41,Apagada,300,True,32.3,46.2,105.1,79.1,2023-09-18
Halógena,50,8.98,Apagada,227,True,23.7,66.4,96.79,44.0,2024-04-23
Halógena,75,7.18,Fallando,89,False,28.8,72.4,123.84,44.9,2023-08-14
Halógena,50,9.06,Apagada,65,True,32.2,60.4,97.39,31.3,2023-10-11
Halógena,150,8.73,Encendida,299,True,27.7,47.6,110.37,54.7,2025-03-24
Halógena,150,7.85,Encendida,85,True,30.2,75.5,108.09,60.0,2024-04-21
Incandescente,50,9.82,Fallando,73,True,28.7,68.8,103.19,30.6,2025-02-07
Halógena,100,9.46,Encendida,100,True,32.7,74.0,96.13,35.5,2025-03-23
Halógena,100,9.06,Encendida,209,False,34.5,50.8,111.67,49.5,2023-12-03
Halógena,100,6.32,Encendida,283,True,29.1,52.7,107.13,44.3,2023-08-22
Halógena,75,7.8,Apagada,158,False,21.5,55.2,115.06,85.5,2024-10-08
Halógena,150,6.16,Encendida,278,True,24.7,59.7,106.83,58.1,2023-10-12
Halógena,50,6.63,Encendida,58,False,30.2,69.2,114.34,53.9,2025-01-28
Halógena,50,6.09,Encendida,93,True,27.8,49.2,101.72,64.8,2023-09-16
Led,50,7.83,Apagada,262,True,22.5,70.3,117.66,36.0,2024-12-15
Incandescente,100,8.07,Apagada,172,True,22.2,52.2,110.54,85.1,2024-12-25
Halógena,150,9.59,Apagada,77,True,31.0,70.6,100.0,74.8,2025-03-06
Halógena,100,8.96,Apagada,234,False,32.3,55.6,98.91,60.2,2024-01-07
Halógena,75,7.0,Fallando,134,True,25.4,67.6,117.13,50.6,2025-02-08
Led,75,8.45,Encendida,116,True,31.5,70.2,96.3,49.1,2024-01-07
Led,75,8.96,Encendida,113,True,22.3,42.8,116.53,58.9,2024-10-14
Incandescente,75,7.47,Fallando,297,False,28.8,49.5,96.02,52.7,2024-08-04
Halógena,75,6.17,Encendida,207,True,32.0,57.8,117.35,62.7,2024-10-31
Halógena,100,7.79,Apagada,196,False,29.8,46.3,117.22,70.1,2025-03-13
Halógena,75,6.77,Encendida,94,False,25.1,48.6,124.95,48.1,2025-06-22
Halógena,150,9.89,Encendida,117,False,30.5,65.3,99.22,86.1,2023-08-01
Incandescente,150,7.33,Fallando,159,False,25.5,46.1,112.74,75.5,2024-08-04
Halógena,50,6.77,Encendida,140,False,23.4,51.6,123.38,45.3,2024-02-28
Halógena,75,7.62,Encendida,118,False,28.0,56.6,96.21,35.2,2024-06-07
Halógena,150,8.65,Encendida,212,True,26.1,59.9,128.7,39.2,2023-08-03
Halógena,100,6.45,Encendida,163,False,22.2,44.7,119.18,87.3,2023-08-01
Halógena,75,7.75,Fallando,164,True,33.4,64.0,112.81,36.9,2023-11-04
Incandescente,100,7.29,Fallando,117,False,30.8,46.3,126.69,88.9,2024-07-22
Incandescente,50,9.63,Encendida,227,True,26.5,72.7,125.67,64.8,2023-11-02
Halógena,75,6.14,Encendida,227,False,23.1,65.3,93.11,31.4,2024-07-25
Incandescente,150,9.17,Encendida,134,False,20.2,40.5,120.52,58.0,2024-08-04
Incandescente,150,8.26,Encendida,294,True,27.8,73.7,129.92,74.8,2023-10-23
Incandescente,100,8.02,Apagada,60,True,25.2,52.6,111.34,58.5,2023-07-30
Halógena,75,9.4,Fallando,226,False,22.4,48.7,94.18,47.4,2023-09-19
Halógena,150,9.93,Encendida,266,False,26.5,48.5,98.32,37.7,2024-03-09
Led,50,9.02,Encendida,297,True,30.9,48.9,116.54,76.3,2023-12-04
Halógena,100,6.38,Fallando,212,True,25.1,40.2,105.64,52.4,2023-12-10
Incandescente,150,9.84,Apagada,131,True,31.6,45.2,95.19,87.3,2024-01-08
Led,150,9.42,Apagada,92,False,23.4,40.8,110.76,55.8,2024-11-12
Led,75,9.08,Apagada,282,True,25.2,69.2,92.61,84.1,2024-10-27
Incandescente,50,6.73,Apagada,65,False,33.7,42.3,128.22,77.4,2024-06-07
Halógena,50,6.74,Encendida,64,False,28.1,71.7,115.69,67.5,2024-04-09
Incandescente,150,8.48,Encendida,150,False,26.3,73.2,98.11,70.1,2023-10-01
Incandescente,150,7.86,Encendida,195,False,31.2,48.0,124.81,70.3,2024-12-06
Halógena,50,9.36,Apagada,145,False,27.0,78.0,91.96,86.4,2023-10-26
Incandescente,50,7.1,Fallando,157,False,31.7,64.6,90.63,37.4,2024-11-08
Led,100,7.68,Apagada,120,True,29.8,51.4,106.16,50.0,2023-12-16
Halógena,150,8.06,Apagada,214,True,20.4,79.5,117.23,70.2,2024-06-13
Led,100,9.77,Fallando,137,False,30.4,62.7,129.48,40.9,2023-09-20
Halógena,150,7.09,Fallando,104,True,31.5,53.6,106.61,57.7,2025-06-14
Halógena,50,7.66,Encendida,91,True,25.0,55.4,121.45,44.7,2024-10-23
Halógena,100,6.54,Apagada,150,True,21.2,51.4,107.11,74.2,2025-06-23
Led,50,7.52,Encendida,93,False,34.4,44.1,91.7,50.4,2024-11-30
Incandescente,150,7.1,Encendida,98,True,26.3,47.1,106.99,66.8,2025-02-02
Halógena,50,8.7,Encendida,207,False,33.5,67.7,124.74,47.1,2024-08-18
Led,100,8.19,Encendida,74,False,20.8,48.0,118.49,59.3,2025-01-20
Halógena,100,7.23,Fallando,75,False,28.0,73.2,109.5,67.4,2025-06-11
Halógena,100,7.48,Encendida,282,True,24.3,62.3,117.05,37.6,2023-10-27
Led,150,8.26,Apagada,171,True,31.0,59.9,112.29,85.7,2024-12-05
Incandescente,75,8.53,Apagada,61,True,32.1,77.7,106.16,69.8,2025-03-27
Halógena,100,9.73,Fallando,139,True,31.9,46.2,109.52,40.9,2025-04-29
Incandescente,100,7.79,Encendida,283,True,20.6,56.2,116.55,31.5,2023-11-02
Incandescente,50,9.9,Apagada,181,False,25.7,77.6,118.49,73.7,2025-05-12
Incandescente,75,8.57,Fallando,256,False,24.2,56.0,98.55,30.3,2023-08-18
Led,75,6.86,Encendida,202,False,30.7,74.1,92.37,79.4,2024-07-20
Halógena,150,7.57,Apagada,136,False,20.7,44.8,108.87,46.8,2025-03-21
Halógena,75,9.93,Fallando,162,False,32.1,60.1,97.02,59.3,2024-03-28
Incandescente,50,7.62,Apagada,51,False,33.7,65.5,100.43,72.0,2025-02-19
Led,50,9.16,Apagada,281,False,25.2,79.8,110.72,45.6,2024-08-29
Incandescente,75,7.09,Encendida,240,False,34.1,44.6,127.78,60.2,2025-02-12
Halógena,150,7.12,Apagada,182,False,27.8,68.8,92.33,72.9,2024-02-29
Halógena,150,6.59,Encendida,243,True,20.9,49.6,124.83,63.4,2024-09-06
Halógena,75,8.63,Fallando,63,False,26.5,41.1,112.1,84.6,2024-09-04
Halógena,100,7.72,Encendida,53,False,25.1,42.7,106.91,42.8,2024-04-30
Halógena,100,8.04,Fallando,292,False,22.1,69.1,94.55,69.8,2025-03-01
Halógena,150,6.81,Fallando,132,False,24.0,76.9,103.3,30.3,2024-11-15
Incandescente,100,9.43,Fallando,82,True,23.8,73.3,98.45,45.3,2023-08-18
Incandescente,150,6.77,Apagada,127,True,24.7,63.6,128.03,31.9,2024-06-28
Halógena,75,7.1,Encendida,103,False,20.1,67.1,121.14,39.0,2024-11-20
Incandescente,100,8.42,Encendida,149,False,20.7,68.2,99.79,64.5,2023-07-01
Halógena,100,7.07,Encendida,68,True,27.4,79.9,108.88,52.2,2024-09-25
Halógena,100,9.68,Apagada,116,True,29.5,75.6,103.06,42.0,2025-03-23
Halógena,100,7.5,Fallando,172,False,25.1,42.7,105.31,48.2,2023-08-22
Incandescente,50,9.73,Encendida,85,True,33.3,57.4,125.35,57.3,2023-08-16
Halógena,50,7.41,Apagada,278,True,30.6,42.9,119.31,71.6,2023-09-09
Halógena,75,7.67,Encendida,246,True,29.3,46.6,129.68,79.8,2023-07-01
Incandescente,75,8.83,Encendida,228,False,28.9,53.3,95.52,39.0,2023-11-01
Led,150,7.8,Apagada,254,True,31.2,45.1,118.94,57.2,2024-05-27
Halógena,100,9.31,Encendida,173,False,29.0,64.0,124.52,68.1,2025-05-05
Halógena,50,8.75,Encendida,101,True,23.7,71.8,125.36,87.1,2024-05-25
Halógena,50,7.97,Encendida,68,True,28.8,79.3,100.07,55.6,2024-10-08
Incandescente,100,6.54,Encendida,275,True,27.7,67.0,109.63,78.3,2024-02-24
Halógena,75,9.15,Apagada,191,True,23.9,53.4,115.28,66.7,2025-06-01
Halógena,150,6.77,Apagada,166,False,32.1,78.2,102.52,57.6,2025-04-17
Halógena,50,8.67,Encendida,116,False,26.8,49.2,114.29,51.0,2023-09-16
Incandescente,100,7.94,Apagada,272,False,25.6,49.5,102.21,31.2,2023-09-25
Halógena,150,9.3,Fallando,175,False,20.7,49.2,92.3,48.9,2025-03-07
Halógena,50,8.82,Encendida,164,True,32.7,79.5,126.18,66.5,2025-03-02
Halógena,50,6.31,Apagada,79,False,20.8,56.8,99.99,66.7,2024-11-03
Halógena,150,7.89,Apagada,108,True,21.4,46.9,98.18,57.6,2023-12-01
Halógena,150,6.16,Fallando,80,False,29.9,74.6,92.77,75.7,2025-02-06
Halógena,150,6.38,Apagada,131,True,33.5,69.5,120.17,81.0,2024-03-14
Halógena,100,8.19,Encendida,136,True,28.4,68.7,115.79,78.8,2025-01-03
Halógena,50,8.59,Fallando,105,True,26.7,72.8,113.15,48.6,2024-02-02
Incandescente,75,9.25,Encendida,52,False,24.4,62.3,100.9,74.5,2024-03-19
Incandescente,50,9.44,Encendida,168,True,29.4,62.9,110.86,36.5,2025-05-31
Led,100,8.29,Encendida,129,False,24.7,52.4,91.18,36.4,2025-01-08
Halógena,50,6.35,Encendida,294,True,23.5,60.6,116.11,70.4,2025-06-18
Incandescente,100,9.9,Encendida,90,True,29.5,45.3,92.71,33.0,2024-07-20
Incandescente,50,6.08,Fallando,104,False,31.8,68.1,104.17,56.0,2024-01-04
Led,150,7.93,Encendida,290,False,25.6,47.9,114.63,41.8,2024-07-04
Halógena,150,8.38,Encendida,186,True,34.7,74.1,102.9,76.8,2025-03-19
Halógena,100,9.79,Apagada,78,True,32.5,70.9,105.08,42.9,2024-04-05
Led,100,7.75,Apagada,60,True,25.2,44.1,105.68,87.5,2023-10-24
Incandescente,75,7.27,Apagada,223,True,26.2,63.5,93.47,74.8,2024-12-03
Incandescente,50,9.76,Encendida,52,False,20.5,47.3,116.27,54.4,2024-07-02
Halógena,75,9.17,Apagada,110,True,30.0,63.1,102.67,72.2,2023-09-21
Halógena,150,6.21,Encendida,122,False,23.3,44.6,119.76,62.3,2024-03-30
Halógena,150,6.12,Apagada,96,True,25.6,65.8,122.0,45.6,2023-08-29
Halógena,100,9.8,Apagada,82,True,27.1,64.2,122.51,60.2,2024-05-06
Led,50,9.13,Encendida,141,False,20.9,52.4,109.69,47.6,2023-08-22
Incandescente,150,8.42,Apagada,230,True,31.8,49.9,101.02,85.9,2023-11-27
Halógena,100,6.37,Fallando,263,True,21.2,76.0,124.3,49.7,2024-02-22
Halógena,100,6.71,Encendida,170,True,21.9,79.3,118.18,76.4,2024-07-23
Halógena,100,9.03,Encendida,251,False,33.4,47.2,93.99,89.8,2024-10-16
Halógena,50,9.04,Apagada,51,True,28.7,48.2,100.45,59.0,2025-04-02
Halógena,100,9.96,Apagada,146,False,32.3,58.9,104.71,82.0,2024-03-09
Led,75,8.54,Encendida,281,False,25.4,65.8,126.99,52.6,2023-11-13
Incandescente,50,7.74,Apagada,286,True,30.1,68.1,119.2,33.0,2024-01-14
Incandescente,75,7.3,Encendida,289,True,25.2,46.0,95.37,77.6,2024-10-21
Halógena,150,8.26,Encendida,185,True,29.8,64.3,103.4,65.1,2025-06-17
Incandescente,150,8.38,Apagada,205,False,30.9,59.7,93.95,33.7,2023-12-10
Led,75,9.27,Fallando,132,True,23.0,47.3,116.21,73.4,2025-04-03
Halógena,100,8.14,Encendida,177,False,33.7,46.8,97.05,70.8,2023-08-16
Halógena,50,9.96,Encendida,261,False,27.0,53.4,124.1,34.5,2023-09-23
Incandescente,100,7.51,Encendida,131,False,30.8,76.1,110.77,65.0,2025-06-19
Halógena,75,7.68,Encendida,184,True,23.0,64.2,128.07,88.7,2024-07-29
Halógena,100,9.33,Apagada,115,False,30.1,43.4,116.67,63.6,2023-10-24
